element,material,synthesis_type,size_nm,precursor_conc_mM,capping_agent_pct,pH,temp_C,stirring_time_min,agitation_rpm,surface_area_m2_g,OH_stretch_present,OH_stretch_count,NH_stretch_present,NH_stretch_count,CH_stretch_present,CH_stretch_count,C=O_stretch_present,C=O_stretch_count,C=C_aromatic_present,C=C_aromatic_count,C-O_stretch_present,C-O_stretch_count,Metal_O_bond_present,Metal_O_bond_count,Fingerprint_region_present,Fingerprint_region_count,num_peaks_total,peak_min,peak_max,peak_range,mean_wavenumber,peaks_per_1000,peak_density,max_peak_intensity,catalytic_activity
Pd,Carbide,Co-Precipitation,50.74335215210908,12.206109762446777,3.567095304503358,10.375684108943423,114.34567349975433,140.4920317266094,537.5562398666018,14.54119562438546,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,30.49601526615719
Cu,Composite,Co-Precipitation,16.514870639124254,7.687967139011744,0.3727594243511606,6.442661171774184,170.22571013214724,74.68482397441421,784.4837892239776,29.313021143623256,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,33.61385198467397
Ag,Metal_Oxide,Sol-Gel,81.53160662080383,25.107630058645878,2.4144572799713835,8.859761144771163,114.27287221868164,293.88025201909466,1000.1292739784225,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,15,400,3600,3200,2000,3.75,0.0046875,15,4.560987962338061
Fe,Composite,Green_Synthesis,43.21787626737563,5.491425424863506,2.4202655957610357,9.63580076822634,223.30645995262753,182.43505599871625,298.3264066493175,14.564534192416936,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,19.83261491536485
Ni,Composite,Sol-Gel,76.97022775118886,110.16369412393563,1.5501266547954566,5.940394278845241,171.4379753925286,269.3400541877244,695.2499869030294,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,10.835110314728317
Co,Metal,CVD,95.53712189878608,38.043503734239216,4.652218708400989,7.546470497130351,155.36189704756518,35.44031467760071,361.161773689988,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,4.960805650934843
Cu,Carbide,Hydrothermal,85.24883907189712,55.942323612869366,1.4127171754800572,11.054338636255537,245.55956877307324,54.58604421141766,660.6378276408511,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,400,3600,3200,2000,1.5,0.001875,6,0.0
Au,Metal,Green_Synthesis,95.24344061509034,123.58471585856655,1.4422097611912328,10.918139117146247,88.14411701364648,88.02973589411457,737.3796184358802,10.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,15,400,3600,3200,2000,3.75,0.0046875,15,0.0
Ni,Carbide,Sol-Gel,57.657779633331565,18.08396698216401,1.1714998211186056,9.74421369761488,39.68221538761551,67.56656768314312,286.0552098979093,14.103716472043686,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,0.0
Pd,Carbide,Co-Precipitation,18.201794530093103,125.50351050519569,0.7289401761028153,9.864655787491522,141.1023474038825,93.26323441737344,738.9004355054576,31.240188359150157,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,50.39831883599102
Ag,Composite,Co-Precipitation,93.66880351000266,96.29151223199293,1.820055276742264,11.079160041731988,120.40401260858638,256.5410625245297,600.3988065216606,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,0.0
Fe,Carbide,Green_Synthesis,87.11343027848355,51.96239767608586,3.4044363000021507,9.626991485609246,127.21526104233514,45.509033929021996,674.199606305671,10.0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,10,400,3600,3200,2000,2.5,0.003125,10,0.0
Au,Composite,Co-Precipitation,86.712473124559,18.553274747084956,3.710814313853779,6.056268233731458,164.52358861429025,42.49565199532664,1095.4637205929312,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,18.16723022148016
Fe,Composite,Sol-Gel,69.94089388605441,14.632411903795958,4.067094582153405,4.087044116760168,163.40236823586383,40.445193819573035,632.1834416413493,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,0.0
Au,Carbide,Sol-Gel,63.24179369423578,50.99163756581877,0.9877194426577929,6.796956899772636,113.25946599959448,260.2242111204853,623.7633924478081,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,8.869246691533679
Cu,Composite,Co-Precipitation,3.4429414024104865,21.91095393498883,0.1781634411986488,3.786090742683087,219.14733039157483,206.92470589041247,617.4384688926621,139.86919791632633,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,86.39970438205432
Au,Composite,Co-Precipitation,75.3092987706354,40.88883417481594,4.873429292441959,4.041936992917096,171.57816463461225,152.17999585073306,785.4158132772524,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,7.583901542189352
Pd,Composite,CVD,10.970441513314963,8.890414267247355,0.07166259643214268,11.551548835529125,225.23012779945026,252.9506096761453,504.2690469119712,48.990895243294425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,58.52582671325594
Pd,Metal_Oxide,Hydrothermal,27.45559173805243,89.65625483280813,4.803394189790293,9.082982645422408,230.45962864805028,212.68940984188959,981.4961059959447,19.03182791436676,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,55.61469763550799
Pt,Composite,Green_Synthesis,56.046048944431014,22.64614142611687,4.144072093558999,10.664478304232691,62.64521706869221,32.42049739010076,414.6551246453079,10.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10,400,3600,3200,2000,2.5,0.003125,10,24.23524858156871
Pd,Metal_Oxide,Sol-Gel,46.26979331785208,113.75311465571843,4.560373805125683,8.786092739461417,178.12642162548855,306.72141583747606,429.5008208458719,10.0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,10,400,3600,3200,2000,2.5,0.003125,10,42.56717984155333
Ni,Metal_Oxide,Green_Synthesis,3.5458901976017043,33.50807146541784,1.93592856305573,6.76686025560064,96.44016936346962,145.56084645316378,747.6252634453341,138.08510303751956,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,82.02903668999404
Au,Composite,CVD,82.7505357282678,119.8985103213897,0.9860099942551664,3.226429042154245,213.1965372734078,161.85521686556504,385.87828251536763,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,0.7691019840328401
Pd,Composite,Sol-Gel,88.12249389242079,29.29241594765429,3.0323184258778246,11.602533332775337,189.89160542248865,288.15568513684,198.9408160437269,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,19.857700912937865
Cu,Metal_Oxide,CVD,68.82354846268315,108.48361799149349,3.706255853582434,3.638392248473231,69.71822969331694,91.7399691907689,326.1440939530101,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,0.0
Fe,Metal_Oxide,CVD,55.02465014836859,50.6281272641544,0.6543053316233027,8.491467594178493,236.21442246322462,33.32371229670396,1105.0231154417936,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,8,400,3600,3200,2000,2.0,0.0025,8,13.914517533781083
Co,Composite,Co-Precipitation,96.1523082121482,87.88487923846225,3.98810757342267,3.9198289055746383,178.78277657329528,329.91665376086877,111.77064907753395,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,0.0
Fe,Composite,Green_Synthesis,13.75570835932281,6.760610333939026,1.0429666000627895,5.557329107306115,238.44244822845582,196.80782432881801,246.80752337572318,34.49448900342474,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10,400,3600,3200,2000,2.5,0.003125,10,33.88376176519424
Pt,Carbide,Green_Synthesis,74.31518525916893,74.79142071878437,2.4583864645422997,4.672357115689152,70.43001374351691,145.34395293290555,933.8435986339464,10.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,25.866993633123904
Fe,Metal_Oxide,Co-Precipitation,14.579340063729388,23.15449631060742,4.282412249390765,7.9834522364298905,220.68364623969265,300.2850412744484,1177.8469255391597,31.524611759963257,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,6,400,3600,3200,2000,1.5,0.001875,6,32.59521080950802
Au,Metal_Oxide,Green_Synthesis,39.42079029449474,73.46171386010494,0.9671225552134627,10.9836781060989,175.31638459351794,38.67732135442613,857.0038250526633,12.021485055688474,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,10,400,3600,3200,2000,2.5,0.003125,10,27.42577583262908
Pt,Carbide,Co-Precipitation,59.37748189875592,22.062510502036307,1.2094232399139377,8.720600770179445,149.26448360109538,96.75597097576514,1114.5679355094835,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,30.304154723129354
Au,Metal_Oxide,Sol-Gel,74.23459366942653,66.12627890076625,0.3138557824959576,8.977692175556346,209.61540246873372,81.24506061671242,1040.7593323820597,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,10,400,3600,3200,2000,2.5,0.003125,10,16.79663506072678
Cu,Metal,CVD,2.364177826654431,17.482502214610967,0.7330705589156522,11.180383465919723,167.3943745402847,273.4841258045031,627.9671671336304,211.8681764299967,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,100.0
Pt,Metal_Oxide,CVD,27.538592864434065,33.77277614241007,0.7326290989068435,9.744827051739948,175.66003612422355,132.98862772537888,466.87556989364066,13.782576025026966,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,6,400,3600,3200,2000,1.5,0.001875,6,45.69759832575017
Ag,Carbide,Green_Synthesis,54.74363835816239,89.66676139007436,1.0171375107706875,10.793602527456294,82.07588145762045,285.0592260280421,795.4616500809093,13.03134883606837,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,15,400,3600,3200,2000,3.75,0.0046875,15,0.0
Ni,Metal,Hydrothermal,54.221620557827684,146.5224349443112,1.4310019853249196,6.7475288267387885,208.83707994204056,43.68722649940638,686.9087520494239,16.158426697148908,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,6,400,3600,3200,2000,1.5,0.001875,6,18.504870211943903
Ni,Composite,CVD,64.48739062473388,67.92853049040383,4.074916822392704,10.78820703994908,171.31810802364578,230.6781406740523,128.412251608678,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,0.0
Au,Carbide,Co-Precipitation,31.7776509250858,103.38888019881587,4.578819320905588,8.8127524970926,214.9875652076803,135.0128390432742,1153.0268870907566,14.677872660143592,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,39.6204300853321
Fe,Carbide,Hydrothermal,54.97186660671569,81.3742759856119,2.031403046144751,4.220470044672043,104.09356724726133,91.68357863524096,727.2721020210458,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,0.0
Co,Composite,Hydrothermal,20.599104188588488,75.25533220987123,0.6410447599415542,3.3484125753035947,99.63477754128766,299.5324474978604,1061.9409708454361,21.647674449889976,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,11.894220179825293
Co,Carbide,CVD,20.313477011538637,10.640925329137826,1.1190496254776532,5.196309723172059,30.378167034654442,166.0425407868671,908.0931881047569,19.933864468708897,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,0.0
Ag,Metal_Oxide,CVD,58.50326841541547,22.500312939016634,3.6810298842761275,6.405146839440221,197.9361985287659,218.6377670793362,474.9162927020938,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,22.24629941601941
Pt,Composite,CVD,69.17631333444342,132.57560165565252,3.387127596064449,10.53811079472771,99.32073709564412,40.91766844724889,1091.273791421197,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,21.354995649628677
Ag,Carbide,Co-Precipitation,13.799196734766218,62.11448294122869,4.836036508028452,9.67120101322767,98.62276968381106,291.23609070188195,969.4645884152635,23.236451127086987,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,22.541100075016313
Ag,Composite,Hydrothermal,14.033410386613888,92.53553901113385,0.07244340297541618,11.598381550262259,179.95401598182318,124.67124002777977,572.7707895942742,45.786548164810235,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,33.20448340342993
Fe,Composite,Green_Synthesis,57.39966376312414,79.7067516745288,3.7537938014117844,8.032573188718555,81.89551977387872,258.8240254646066,1024.5260728035444,17.197562917195874,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,15,400,3600,3200,2000,3.75,0.0046875,15,0.0
Co,Composite,Co-Precipitation,28.469383723797264,57.45347455313399,2.528968002264908,9.729674864471951,229.52960948480563,280.95661297941115,398.70756595923825,18.12054811476631,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,10,400,3600,3200,2000,2.5,0.003125,10,21.455875103304713
Pt,Metal,Sol-Gel,40.45511201962921,58.78466484902874,4.513464889612297,5.477550467183622,146.06484803242375,68.64836496603829,837.7518267076491,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,37.30498835614655
Cu,Carbide,CVD,41.27334786946263,83.76428588039224,2.8808333706343348,9.116201036057763,243.1323781102067,127.64718611160616,226.03992305776896,23.60977915070787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,19.869791393277232
Fe,Metal,Hydrothermal,19.498180209921806,22.0301284198858,2.2333386223070772,9.355360822826576,42.2504900326272,268.7352270565831,1052.3445089550098,28.241051971151233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,2.7194418063774712
Ag,Carbide,Co-Precipitation,2.1288340762013904,58.70159699791067,3.3292530474649737,10.635737955776051,100.78570772028316,106.61859065667652,902.3759336426825,233.03613125316133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,100.0
Ag,Metal_Oxide,Sol-Gel,85.60887737696271,67.59935984100812,4.167617210904988,7.827631597875754,110.83082726823908,309.8974041780006,267.8246143870865,13.406083310256342,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,10.16072032161959
Cu,Metal_Oxide,Co-Precipitation,72.07019295197345,147.78380732774252,1.41249275086426,8.841046328356594,189.34466201813046,132.95126519143946,123.4680657884554,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,15,400,3600,3200,2000,3.75,0.0046875,15,22.706455096204138
Ag,Metal_Oxide,Co-Precipitation,69.67277869532542,53.36676062357194,0.5376352189212896,4.827439290944089,72.9165080343881,162.76896849697107,528.8546623492145,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,8,400,3600,3200,2000,2.0,0.0025,8,4.0173175393187766
Ag,Carbide,Green_Synthesis,55.557503535105326,97.04225548624947,2.165090591596602,9.630831811138062,109.4528170110785,62.91530458550692,842.7998497084134,10.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,8.121498267010855
Ag,Composite,Green_Synthesis,70.6950261486558,21.474909474143757,1.0725993640586429,10.545705503761216,229.89457239045814,78.7327891410946,411.46214715663933,10.672266242840092,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,10,400,3600,3200,2000,2.5,0.003125,10,6.465240457716778
Ni,Composite,Co-Precipitation,93.69746099966733,10.756725892702649,2.1477058769760453,8.343639715677748,50.77394883003152,120.88913731971634,1170.5807067787273,16.731977766737067,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,0.0
Fe,Metal,Sol-Gel,67.23602615047054,130.85976008618331,4.95524086399475,4.041070161367784,192.69790014819984,46.13991332231879,1128.1495270331745,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,5.75988138319894
Pd,Metal,Hydrothermal,27.978957388890095,109.87950045844728,2.8706104688701095,5.815716206807487,183.0591501161806,93.7006523162343,757.7345109730338,12.047062454583132,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,37.39629312623466
Fe,Metal_Oxide,Hydrothermal,57.914885070608,48.30739385159078,3.4680011142337186,7.27963185910161,54.36364223367453,164.95119879982437,447.1589798454001,10.0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,2,12,400,3600,3200,2000,3.0,0.00375,12,0.0
Cu,Metal,CVD,45.347791529888596,76.18212243168712,3.3896421123070923,9.094461522625508,179.9104046579295,155.38754146619218,1085.8961770413312,10.96887384451749,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,11.086266147239224
Ag,Carbide,CVD,56.529074848990646,21.225883483323944,4.103504181430317,5.882943970787029,153.2013525945047,95.56914534290718,983.8179248391506,18.263886263615458,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,16.106445481083263
Fe,Carbide,Hydrothermal,52.72582678645686,106.36688380314817,4.720642995076898,10.562619462052027,89.69252585741908,56.54872567163886,194.76978800204859,10.753697138907064,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,0.0
Ni,Metal,Co-Precipitation,86.15997795238957,11.479258221028406,3.2940904910402673,6.346108122288632,95.0067688868244,134.98878549523897,623.9551125887547,16.36838556690995,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,400,3600,3200,2000,1.25,0.0015625,5,3.1359636386870866
Co,Metal,Co-Precipitation,65.87641013134458,113.79792548423909,2.3804732237660406,3.385527131522647,212.4232619505465,275.96438050777465,1179.3363847296034,14.46897217869886,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,1.8874410890349456
Cu,Metal,Green_Synthesis,20.498330837542188,82.47864003022801,1.5891547320895572,10.145949750028516,76.97837190989989,198.33285881815277,599.2959116838733,29.010096401355792,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,16.004690848240326
Au,Metal,Green_Synthesis,8.17564432978634,42.54872898292795,1.8013715006193354,8.798008525599371,140.37561912122675,342.4453114925762,1126.1993169268537,53.836730732965165,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,51.26972991479654
Fe,Metal_Oxide,CVD,43.587651290772,129.52357875515705,1.6724030406202832,10.217608452576279,178.2586908932193,76.16248815542406,1175.018277992292,10.0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,8.63752171256233
Au,Metal_Oxide,Hydrothermal,3.529840981257466,147.9247086804893,1.6223274563694496,6.140008319402042,54.22788122579219,98.41492173572658,526.0951727831318,142.93032644037467,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,84.24530763033263
Ag,Metal,Co-Precipitation,33.1931438116669,38.89801607844806,3.4731250219104712,3.1586717293738125,234.77962102367076,122.49884610086896,1161.0143247486512,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,10,400,3600,3200,2000,2.5,0.003125,10,18.74601396651452
Ni,Carbide,Hydrothermal,38.06610400504411,121.13067628830395,2.938545149759321,3.6637763129204513,83.64272088138674,34.2906269383036,251.7345902867816,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,6,400,3600,3200,2000,1.5,0.001875,6,0.0
Ni,Metal_Oxide,Sol-Gel,38.80770965297254,112.77478114009214,1.009975224588631,4.006207026307445,96.73785767572409,341.3155578907708,276.13138896752946,11.273250096846763,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,1.1557160900665187
Fe,Carbide,Hydrothermal,97.97630238374148,112.33132804474474,4.848130095830979,10.246328203401315,174.8760410745829,176.97006437617944,404.197750538813,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,2.3454611992528713
Cu,Composite,Sol-Gel,31.78228594330189,143.62810611112005,2.1386275767715963,5.712912789241416,42.593120605630034,188.94432748628154,614.3118054112081,26.298539502212563,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,0.5715668773037592
Cu,Carbide,Green_Synthesis,27.99229454710488,73.50594675299686,2.830432005340392,11.981086584802165,166.21285523168874,82.09295074453416,299.1272527795183,20.342320263686336,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,0.0
Ni,Metal,Green_Synthesis,14.679331244619041,101.45103804294155,3.5130048339488136,9.825495568471968,231.10674104179384,317.9902377354969,474.19547386204243,33.02928315975733,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,26.69603452212185
Cu,Composite,CVD,52.078865896896055,123.75772718024481,3.0683868833844774,8.410394577812086,81.04537494282057,258.56863809221267,214.01841616022125,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,3.2816628720053096
Ni,Metal_Oxide,Hydrothermal,17.060082008934824,72.45093031141093,1.5552588454780043,11.852574707967824,106.42923852653561,172.34912588289035,573.0089241936203,26.658366631316756,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,12,400,3600,3200,2000,3.0,0.00375,12,5.770720418078223
Fe,Metal_Oxide,Hydrothermal,62.39688184761688,72.73324921898887,3.9885328674368834,5.846782694848661,77.27514044228299,319.7305938932111,1010.2263324933989,15.990707348194906,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,8,400,3600,3200,2000,2.0,0.0025,8,0.0
Pd,Composite,Sol-Gel,17.205658335958255,48.47955835603535,0.5507681978981344,4.4905401220905405,209.22296850541017,328.8010536272242,754.5588919418966,26.016588688816665,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,6,400,3600,3200,2000,1.5,0.001875,6,54.68265764611635
Ni,Carbide,Green_Synthesis,58.513985140401715,117.34303121124297,2.8449791735183574,9.635456726861838,62.71176028850493,46.328578542559356,991.175045782329,10.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,0.0
Au,Metal_Oxide,Sol-Gel,82.97438543911338,103.24317117314793,1.3665861150705032,5.502750409106774,102.99135297306782,69.37711460524973,249.28396479143998,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,8,400,3600,3200,2000,2.0,0.0025,8,4.684785080738473
Cu,Metal,Green_Synthesis,6.167414084871078,68.21984502565644,3.0788118383650915,11.649332352600815,160.22990982065573,39.1173387875795,539.3793692626309,81.90369474513803,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,41.430979930620865
Ni,Composite,Sol-Gel,43.135203541984176,63.48116195241177,1.089967405421849,11.89262381025154,116.02474734984982,221.97098154242713,143.25553036843388,13.190919110290658,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,0.0
Ni,Metal,Green_Synthesis,47.182798787445876,11.815856832198678,3.8609982760466908,11.337639555228185,39.73059576409256,101.92147385815788,506.97695141749307,11.521699876805751,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,0.0
Fe,Composite,Sol-Gel,79.52507006085501,1.968670877433912,1.1376816563291632,11.502855866185902,238.23715021339584,308.82626756588746,775.9475093167944,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,0.0
Cu,Metal_Oxide,Green_Synthesis,47.85573193066333,79.80520101324467,4.4519606748341625,8.54089335674724,101.02759939567743,183.75157397080417,725.7561240492979,13.001717521014443,1,1,0,0,1,2,0,0,0,0,0,0,1,1,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,15.832843393689874
Pd,Carbide,Sol-Gel,57.61850707271938,63.206435000388325,4.3077745233511555,9.229067846117669,125.27152287207501,306.44421631006196,166.35498229581555,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,18.344004471888397
Fe,Composite,Hydrothermal,79.53801685163097,119.60947722536288,1.8119672600690562,3.8482154199542498,62.6977004207573,213.3497237425247,168.26539569052449,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,6,400,3600,3200,2000,1.5,0.001875,6,0.0
Pd,Composite,CVD,56.85633230707049,81.8554543897611,1.9291014443701293,9.867451437558199,219.70380378533272,292.7353730699544,435.5742255722259,12.746872635705362,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,6,400,3600,3200,2000,1.5,0.001875,6,31.3817197951741
Co,Metal,Sol-Gel,37.11334252491908,140.5692004639516,3.507517288437452,4.81857026769205,90.57147726953761,152.71215270508839,948.5390867756604,15.574653143602823,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,5,400,3600,3200,2000,1.25,0.0015625,5,5.24319606204538
Fe,Metal_Oxide,CVD,10.412543206817062,30.224979030288786,0.45186768986241965,10.562934537339444,29.460184764879013,341.979967380325,122.63441511129341,51.28803356520322,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,6,400,3600,3200,2000,1.5,0.001875,6,14.550221483016507
Cu,Metal,Hydrothermal,73.53173169223261,148.53240071737093,0.40459706087839664,11.653786385499012,96.19058108228134,250.1623784126287,777.5199803191506,10.251476049043402,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,0.0
Pt,Metal_Oxide,Hydrothermal,87.3715387158912,45.389959952503844,0.6816209841697157,4.91139866248926,246.4134290199016,226.51187965131996,302.07190215497315,10.090538779590654,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,39.009062756998894
